linkage positions,3 Letter Code,Enantiomer L/D,Short Name,Ring f/p,anomer a/b,,Helper Column don't save me,,,,,,Notes
"7,8,4",EsA,L,Neu5Ac,p,a,,,,,,,,
"7,8",HsA,L,Neu5Ac,p,a,,,,,,,,
"7,9,4",DsA,L,Neu5Ac,p,a,,,,,,,,
"7,9",GsA,L,Neu5Ac,p,a,,,,,,,,
"7,4",KsA,L,Neu5Ac,p,a,,,,,,,,
7,7sA,L,Neu5Ac,p,a,,,,,,,,
"8,9,4",CsA,L,Neu5Ac,p,a,,,,,,,,
"8,9",FsA,L,Neu5Ac,p,a,,,,,,,,
"8,4",JsA,L,Neu5Ac,p,a,,,,,,,,
8,8sA,L,Neu5Ac,p,a,,,,,,,,
"9,4",IsA,L,Neu5Ac,p,a,,,,,,,,
9,9sA,L,Neu5Ac,p,a,,,,,,,,
4,4sA,L,Neu5Ac,p,a,,,,,,,,
2,2sA,L,Neu5Ac,p,a,,,,,,,,
0,0sA,L,Neu5Ac,p,a,,,,,,,,
"9,8,7,4",AsB,L,Neu5Ac,p,b,,,,,,,,
"9,8,7",BsB,L,Neu5Ac,p,b,,,,,,,,
"9,8,4",CsB,L,Neu5Ac,p,b,,,,,,,,
"9,8",FsB,L,Neu5Ac,p,b,,,,,,,,
"9,7,4",DsB,L,Neu5Ac,p,b,,,,,,,,
"9,7",GsB,L,Neu5Ac,p,b,,,,,,,,
"9,4",IsB,L,Neu5Ac,p,b,,,,,,,,
9,9sB,L,Neu5Ac,p,b,,,,,,,,
"8,7,4",EsB,L,Neu5Ac,p,b,,,,,,,,
"8,7",HsB,L,Neu5Ac,p,b,,,,,,,,
"8,4",JsB,L,Neu5Ac,p,b,,,,,,,,
8,8sB,L,Neu5Ac,p,b,,,,,,,,
"7,4",KsB,L,Neu5Ac,p,b,,,,,,,,
7,7sB,L,Neu5Ac,p,b,,,,,,,,
4,4sB,L,Neu5Ac,p,b,,,,,,,,
2,2sB,L,Neu5Ac,p,b,,,,,,,,
0,0sB,L,Neu5Ac,p,b,,,,,,,,
"6,4,3,2",PtA,L,Tal,p,a,,,,,,,,
"6,4,3",QtA,L,Tal,p,a,,,,,,,,
"6,4,2",RtA,L,Tal,p,a,,,,,,,,
"6,4",UtA,L,Tal,p,a,,,,,,,,
"6,3,2",StA,L,Tal,p,a,,,,,,,,
"6,3",VtA,L,Tal,p,a,,,,,,,,
"6,2",XtA,L,Tal,p,a,,,,,,,,
6,6tA,L,Tal,p,a,,,,,,,,
"4,3,2",TtA,L,Tal,p,a,,,,,,,,
"4,3",WtA,L,Tal,p,a,,,,,,,,
"4,2",YtA,L,Tal,p,a,,,,,,,,
4,4tA,L,Tal,p,a,,,,,,,,
"3,2",ZtA,L,Tal,p,a,,,,,,,,
3,3tA,L,Tal,p,a,,,,,,,,
2,2tA,L,Tal,p,a,,,,,,,,
1,1tA,L,Tal,p,a,,,,,,,,
0,0tA,L,Tal,p,a,,,,,,,,
"6,4,3,2",PtB,L,Tal,p,b,,,,,,,,
"6,4,3",QtB,L,Tal,p,b,,,,,,,,
"6,4,2",RtB,L,Tal,p,b,,,,,,,,
"6,4",UtB,L,Tal,p,b,,,,,,,,
"6,3,2",StB,L,Tal,p,b,,,,,,,,
"6,3",VtB,L,Tal,p,b,,,,,,,,
"6,2",XtB,L,Tal,p,b,,,,,,,,
6,6tB,L,Tal,p,b,,,,,,,,
"4,3,2",TtB,L,Tal,p,b,,,,,,,,
"4,3",WtB,L,Tal,p,b,,,,,,,,
"4,2",YtB,L,Tal,p,b,,,,,,,,
4,4tB,L,Tal,p,b,,,,,,,,
"3,2",ZtB,L,Tal,p,b,,,,,,,,
3,3tB,L,Tal,p,b,,,,,,,,
2,2tB,L,Tal,p,b,,,,,,,,
1,1tB,L,Tal,p,b,,,,,,,,
0,0tB,L,Tal,p,b,,,,,,,,
"4,2",YtV,L,Tyvpa,p,a,,,,,,,,
4,4tV,L,Tyvpa,p,a,,,,,,,,
2,2tV,L,Tyvpa,p,a,,,,,,,,
1,1tV,L,Tyvpa,p,a,,,,,,,,
0,0tV,L,Tyvpa,p,a,,,,,,,,
"4,2",Ytv,L,Tyvpa,p,b,,,,,,,,
4,4tv,L,Tyvpa,p,b,,,,,,,,
2,2tv,L,Tyvpa,p,b,,,,,,,,
1,1tv,L,Tyvpa,p,b,,,,,,,,
0,0tv,L,Tyvpa,p,b,,,,,,,,
"4,3,2",TuA,L,IdoA,p,a,,,,,,,,
"4,3",WuA,L,IdoA,p,a,,,,,,,,
"4,2",YuA,L,IdoA,p,a,,,,,,,,
4,4uA,L,IdoA,p,a,,,,,,,,
"3,2",ZuA,L,IdoA,p,a,,,,,,,,
3,3uA,L,IdoA,p,a,,,,,,,,
2,2uA,L,IdoA,p,a,,,,,,,,
1,1uA,L,IdoA,p,a,,,,,,,,
0,0uA,L,IdoA,p,a,,,,,,,,
"4,3,2",TuB,L,IdoA,p,b,,,,,,,,
"4,3",WuB,L,IdoA,p,b,,,,,,,,
"4,2",YuB,L,IdoA,p,b,,,,,,,,
4,4uB,L,IdoA,p,b,,,,,,,,
"3,2",ZuB,L,IdoA,p,b,,,,,,,,
3,3uB,L,IdoA,p,b,,,,,,,,
2,2uB,L,IdoA,p,b,,,,,,,,
1,1uB,L,IdoA,p,b,,,,,,,,
0,0uB,L,IdoA,p,b,,,,,,,,
"6,4,3",QvA,L,GalNAc,p,a,,,,,,,,
"6,4",UvA,L,GalNAc,p,a,,,,,,,,
"6,3",VvA,L,GalNAc,p,a,,,,,,,,
6,6vA,L,GalNAc,p,a,,,,,,,,
"4,3",WvA,L,GalNAc,p,a,,,,,,,,
4,4vA,L,GalNAc,p,a,,,,,,,,
3,3vA,L,GalNAc,p,a,,,,,,,,
1,1vA,L,GalNAc,p,a,,,,,,,,
0,0vA,L,GalNAc,p,a,,,,,,,,
"6,4,3",QvB,L,GalNAc,p,b,,,,,,,,
"6,4",UvB,L,GalNAc,p,b,,,,,,,,
"6,3",VvB,L,GalNAc,p,b,,,,,,,,
6,6vB,L,GalNAc,p,b,,,,,,,,
"4,3",WvB,L,GalNAc,p,b,,,,,,,,
4,4vB,L,GalNAc,p,b,,,,,,,,
3,3vB,L,GalNAc,p,b,,,,,,,,
1,1vB,L,GalNAc,p,b,,,,,,,,
0,0vB,L,GalNAc,p,b,,,,,,,,
"6,4,3",QwA,L,ManNAc,p,a,,,,,,,,
"6,4",UwA,L,ManNAc,p,a,,,,,,,,
"6,3",VwA,L,ManNAc,p,a,,,,,,,,
6,6wA,L,ManNAc,p,a,,,,,,,,
"4,3",WwA,L,ManNAc,p,a,,,,,,,,
4,4wA,L,ManNAc,p,a,,,,,,,,
3,3wA,L,ManNAc,p,a,,,,,,,,
1,1wA,L,ManNAc,p,a,,,,,,,,
0,0wA,L,ManNAc,p,a,,,,,,,,
"6,4,3",QwB,L,ManNAc,p,b,,,,,,,,
"6,4",UwB,L,ManNAc,p,b,,,,,,,,
"6,3",VwB,L,ManNAc,p,b,,,,,,,,
6,6wB,L,ManNAc,p,b,,,,,,,,
"4,3",WwB,L,ManNAc,p,b,,,,,,,,
4,4wB,L,ManNAc,p,b,,,,,,,,
3,3wB,L,ManNAc,p,b,,,,,,,,
1,1wB,L,ManNAc,p,b,,,,,,,,
0,0wB,L,ManNAc,p,b,,,,,,,,
"4,3,2",TxA,L,Xyl,p,a,,,,,,,,
"4,3",WxA,L,Xyl,p,a,,,,,,,,
"4,2",YxA,L,Xyl,p,a,,,,,,,,
4,4xA,L,Xyl,p,a,,,,,,,,
"3,2",ZxA,L,Xyl,p,a,,,,,,,,
3,3xA,L,Xyl,p,a,,,,,,,,
2,2xA,L,Xyl,p,a,,,,,,,,
1,1xA,L,Xyl,p,a,,,,,,,,
0,0xA,L,Xyl,p,a,,,,,,,,
"4,3,2",TxB,L,Xyl,p,b,,,,,,,,
"4,3",WxB,L,Xyl,p,b,,,,,,,,
"4,2",YxB,L,Xyl,p,b,,,,,,,,
4,4xB,L,Xyl,p,b,,,,,,,,
"3,2",ZxB,L,Xyl,p,b,,,,,,,,
3,3xB,L,Xyl,p,b,,,,,,,,
2,2xB,L,Xyl,p,b,,,,,,,,
1,1xB,L,Xyl,p,b,,,,,,,,
0,0xB,L,Xyl,p,b,,,,,,,,
"5,3,2",nxD,L,Xyl,f,a,,,,,,,,
"5,3",txD,L,Xyl,f,a,,,,,,,,
"5,2",uxD,L,Xyl,f,a,,,,,,,,
5,5xD,L,Xyl,f,a,,,,,,,,
"3,2",ZxD,L,Xyl,f,a,,,,,,,,
3,3xD,L,Xyl,f,a,,,,,,,,
2,2xD,L,Xyl,f,a,,,,,,,,
1,1xD,L,Xyl,f,a,,,,,,,,
0,0xD,L,Xyl,f,a,,,,,,,,
"5,3,2",nxU,L,Xyl,f,b,,,,,,,,
"5,3",txU,L,Xyl,f,b,,,,,,,,
"5,2",uxU,L,Xyl,f,b,,,,,,,,
5,5xU,L,Xyl,f,b,,,,,,,,
"3,2",ZxU,L,Xyl,f,b,,,,,,,,
3,3xU,L,Xyl,f,b,,,,,,,,
2,2xU,L,Xyl,f,b,,,,,,,,
1,1xU,L,Xyl,f,b,,,,,,,,
0,0xU,L,Xyl,f,b,,,,,,,,
"6,4,3",QyA,L,GlcNAc,p,a,,,,,,,,
"6,4",UyA,L,GlcNAc,p,a,,,,,,,,
"6,3",VyA,L,GlcNAc,p,a,,,,,,,,
6,6yA,L,GlcNAc,p,a,,,,,,,,
"4,3",WyA,L,GlcNAc,p,a,,,,,,,,
4,4yA,L,GlcNAc,p,a,,,,,,,,
3,3yA,L,GlcNAc,p,a,,,,,,,,
1,1yA,L,GlcNAc,p,a,,,,,,,,
0,0yA,L,GlcNAc,p,a,,,,,,,,
"6,4,3",QyB,L,GlcNAc,p,b,,,,,,,,
"6,4",UyB,L,GlcNAc,p,b,,,,,,,,
"6,3",VyB,L,GlcNAc,p,b,,,,,,,,
6,6yB,L,GlcNAc,p,b,,,,,,,,
"4,3",WyB,L,GlcNAc,p,b,,,,,,,,
4,4yB,L,GlcNAc,p,b,,,,,,,,
3,3yB,L,GlcNAc,p,b,,,,,,,,
1,1yB,L,GlcNAc,p,b,,,,,,,,
0,0yB,L,GlcNAc,p,b,,,,,,,,
"4,3,2",TzA,L,GlcA,p,a,,,,,,,,
"4,3",WzA,L,GlcA,p,a,,,,,,,,
"4,2",YzA,L,GlcA,p,a,,,,,,,,
4,4zA,L,GlcA,p,a,,,,,,,,
"3,2",ZzA,L,GlcA,p,a,,,,,,,,
3,3zA,L,GlcA,p,a,,,,,,,,
2,2zA,L,GlcA,p,a,,,,,,,,
1,1zA,L,GlcA,p,a,,,,,,,,
0,0zA,L,GlcA,p,a,,,,,,,,
"4,3,2",TzB,L,GlcA,p,b,,,,,,,,
"4,3",WzB,L,GlcA,p,b,,,,,,,,
"4,2",YzB,L,GlcA,p,b,,,,,,,,
4,4zB,L,GlcA,p,b,,,,,,,,
"3,2",ZzB,L,GlcA,p,b,,,,,,,,
3,3zB,L,GlcA,p,b,,,,,,,,
2,2zB,L,GlcA,p,b,,,,,,,,
1,1zB,L,GlcA,p,b,,,,,,,,
0,0zB,L,GlcA,p,b,,,,,,,,
"2,4",YAE,D,Abepa,p,a,,,,,,,,
2,2AE,D,Abepa,p,a,,,,,,,,
4,4AE,D,Abepa,p,a,,,,,,,,
1,1AE,D,Abepa,p,a,,,,,,,,
0,0AE,D,Abepa,p,a,,,,,,,,
"4,2",YAe,D,Abepa,p,b,,,,,,,,
4,4Ae,D,Abepa,p,b,,,,,,,,
2,2Ae,D,Abepa,p,b,,,,,,,,
1,1Ae,D,Abepa,p,b,,,,,,,,
0,0Ae,D,Abepa,p,b,,,,,,,,
"4,3",WdR,L,Olip,p,a,,,,,,,,
4,4dR,L,Olip,p,a,,,,,,,,
3,3dR,L,Olip,p,a,,,,,,,,
1,1dR,L,Olip,p,a,,,,,,,,
0,0dR,L,Olip,p,a,,,,,,,,
"3,2",Z45,D,dUA,p,a,,,,,,,,
3,345,D,dUA,p,a,,,,,,,,
2,245,D,dUA,p,a,,,,,,,,
1,145,D,dUA,p,a,,,,,,,,
0,45,D,dUA,p,a,,,,,,,,
"4,3,2",TZBP,D,GlcpA+,p,a,,,,,,,,
"4,3",WZBP,D,GlcpA+,p,a,,,,,,,,
"4,2",YZBP,D,GlcpA+,p,a,,,,,,,,
4,4ZBP,D,GlcpA+,p,a,,,,,,,,
"3,2",ZZBP,D,GlcpA+,p,a,,,,,,,,
3,3ZBP,D,GlcpA+,p,a,,,,,,,,
2,2ZBP,D,GlcpA+,p,a,,,,,,,,
1,1ZBP,D,GlcpA+,p,a,,,,,,,,
0,0ZBP,D,GlcpA+,p,a,,,,,,,,
"3,4,6",QYN,D,GlcpNa,p,a,,,,,,,,
"3,4",WYN,D,GlcpNa,p,a,,,,,,,,
"3,6",VYN,D,GlcpNa,p,a,,,,,,,,
3,3YN,D,GlcpNa,p,a,,,,,,,,
"4,6",UYN,D,GlcpNa,p,a,,,,,,,,
4,4YN,D,GlcpNa,p,a,,,,,,,,
6,6YN,D,GlcpNa,p,a,,,,,,,,
1,1YN,D,GlcpNa,p,a,,,,,,,,
0,0YN,D,GlcpNa,p,a,,,,,,,,
"3,6,4",QYn,D,GlcpNa,p,b,,,,,,,,
"3,6",VYn,D,GlcpNa,p,b,,,,,,,,
"3,4",WYn,D,GlcpNa,p,b,,,,,,,,
3,3Yn,D,GlcpNa,p,b,,,,,,,,
"6,4",UYn,D,GlcpNa,p,b,,,,,,,,
6,6Yn,D,GlcpNa,p,b,,,,,,,,
4,4Yn,D,GlcpNa,p,b,,,,,,,,
1,1Yn,D,GlcpNa,p,b,,,,,,,,
0,0Yn,D,GlcpNa,p,b,,,,,,,,
"3,4,6",QYNP,D,GlcpNPa,p,a,,,,,,,,
"3,4",WYNP,D,GlcpNPa,p,a,,,,,,,,
"3,6",VYNP,D,GlcpNPa,p,a,,,,,,,,
3,3YNP,D,GlcpNPa,p,a,,,,,,,,
"4,6",UYNP,D,GlcpNPa,p,a,,,,,,,,
4,4YNP,D,GlcpNPa,p,a,,,,,,,,
6,6YNP,D,GlcpNPa,p,a,,,,,,,,
1,1YNP,D,GlcpNPa,p,a,,,,,,,,
0,0YNP,D,GlcpNPa,p,a,,,,,,,,
"6,4,3",QYnP,D,GlcpNPb,p,a,,,,,,,,
"6,4",UYnP,D,GlcpNPb,p,a,,,,,,,,
"6,3",VYnP,D,GlcpNPb,p,a,,,,,,,,
6,6YnP,D,GlcpNPb,p,a,,,,,,,,
"4,3",WYnP,D,GlcpNPb,p,a,,,,,,,,
4,4YnP,D,GlcpNPb,p,a,,,,,,,,
3,3YnP,D,GlcpNPb,p,a,,,,,,,,
1,1YnP,D,GlcpNPb,p,a,,,,,,,,
0,0YnP,D,GlcpNPb,p,a,,,,,,,,
"6,4,3",QYS,D,GlcpNSa,p,a,,,,,,,,
"6,4",UYS,D,GlcpNSa,p,a,,,,,,,,
"6,3",VYS,D,GlcpNSa,p,a,,,,,,,,
6,6YS,D,GlcpNSa,p,a,,,,,,,,
"4,3",WYS,D,GlcpNSa,p,a,,,,,,,,
4,4YS,D,GlcpNSa,p,a,,,,,,,,
3,3YS,D,GlcpNSa,p,a,,,,,,,,
1,1YS,D,GlcpNSa,p,a,,,,,,,,
0,0YS,D,GlcpNSa,p,a,,,,,,,,
"6,4,3",QYs,D,GlcpNSa,p,b,,,,,,,,
"6,4",UYs,D,GlcpNSa,p,b,,,,,,,,
"6,3",VYs,D,GlcpNSa,p,b,,,,,,,,
6,6Ys,D,GlcpNSa,p,b,,,,,,,,
"4,3",WYs,D,GlcpNSa,p,b,,,,,,,,
4,4Ys,D,GlcpNSa,p,b,,,,,,,,
3,3Ys,D,GlcpNSa,p,b,,,,,,,,
1,1Ys,D,GlcpNSa,p,b,,,,,,,,
0,0Ys,D,GlcpNSa,p,b,,,,,,,,
"6,4,3",QyS,L,GlcpNSa,p,a,,,,,,,,
"6,4",UyS,L,GlcpNSa,p,a,,,,,,,,
"6,3",VyS,L,GlcpNSa,p,a,,,,,,,,
6,6yS,L,GlcpNSa,p,a,,,,,,,,
"4,3",WyS,L,GlcpNSa,p,a,,,,,,,,
4,4yS,L,GlcpNSa,p,a,,,,,,,,
3,3yS,L,GlcpNSa,p,a,,,,,,,,
1,1yS,L,GlcpNSa,p,a,,,,,,,,
0,0yS,L,GlcpNSa,p,a,,,,,,,,
"6,4,3",Qys,L,GlcpNSa,p,b,,,,,,,,
"6,4",Uys,L,GlcpNSa,p,b,,,,,,,,
"6,3",Vys,L,GlcpNSa,p,b,,,,,,,,
6,6ys,L,GlcpNSa,p,b,,,,,,,,
"4,3",Wys,L,GlcpNSa,p,b,,,,,,,,
4,4ys,L,GlcpNSa,p,b,,,,,,,,
3,3ys,L,GlcpNSa,p,b,,,,,,,,
1,1ys,L,GlcpNSa,p,b,,,,,,,,
0,0ys,L,GlcpNSa,p,b,,,,,,,,
"7,8,9,5,4",aKn,D,KDNpa,p,b,,,,,,,,
"7,8,9,5",bKn,D,KDNpa,p,b,,,,,,,,
"7,8,9,4",AKn,D,KDNpa,p,b,,,,,,,,
"7,8,9",BKn,D,KDNpa,p,b,,,,,,,,
"7,8,5,4",dKn,D,KDNpa,p,b,,,,,,,,
"7,8,5",hKn,D,KDNpa,p,b,,,,,,,,
"7,8,4",EKn,D,KDNpa,p,b,,,,,,,,
"7,8",HKn,D,KDNpa,p,b,,,,,,,,
"7,9,5,4",cKn,D,KDNpa,p,b,,,,,,,,
"7,9,5",gKn,D,KDNpa,p,b,,,,,,,,
"7,9,4",DKn,D,KDNpa,p,b,,,,,,,,
"7,9",GKn,D,KDNpa,p,b,,,,,,,,
"7,5,4",kKn,D,KDNpa,p,b,,,,,,,,
"7,5",qKn,D,KDNpa,p,b,,,,,,,,
"7,4",KKn,D,KDNpa,p,b,,,,,,,,
7,7Kn,D,KDNpa,p,b,,,,,,,,
"8,9,5,4",zKn,D,KDNpa,p,b,,,,,,,,
"8,9,5",fKn,D,KDNpa,p,b,,,,,,,,
"8,9,4",CKn,D,KDNpa,p,b,,,,,,,,
"8,9",FKn,D,KDNpa,p,b,,,,,,,,
"8,5,4",jKn,D,KDNpa,p,b,,,,,,,,
"8,5",pKn,D,KDNpa,p,b,,,,,,,,
"8,4",JKn,D,KDNpa,p,b,,,,,,,,
8,8Kn,D,KDNpa,p,b,,,,,,,,
"9,5,4",iKn,D,KDNpa,p,b,,,,,,,,
"9,5",oKn,D,KDNpa,p,b,,,,,,,,
"9,4",IKn,D,KDNpa,p,b,,,,,,,,
9,9Kn,D,KDNpa,p,b,,,,,,,,
"5,4",sKn,D,KDNpa,p,b,,,,,,,,
5,5Kn,D,KDNpa,p,b,,,,,,,,
4,4Kn,D,KDNpa,p,b,,,,,,,,
2,2Kn,D,KDNpa,p,b,,,,,,,,
0,0Kn,D,KDNpa,p,b,,,,,,,,
"7,8,5,4",dKo,D,KDOpa,p,b,,,,,,,,
"7,8,5",hKo,D,KDOpa,p,b,,,,,,,,
"7,8,4",EKo,D,KDOpa,p,b,,,,,,,,
"7,8",HKo,D,KDOpa,p,b,,,,,,,,
"7,5,4",kKo,D,KDOpa,p,b,,,,,,,,
"7,5",qKo,D,KDOpa,p,b,,,,,,,,
"7,4",KKo,D,KDOpa,p,b,,,,,,,,
7,7Ko,D,KDOpa,p,b,,,,,,,,
"8,5,4",jKo,D,KDOpa,p,b,,,,,,,,
"8,5",pKo,D,KDOpa,p,b,,,,,,,,
"8,4",JKo,D,KDOpa,p,b,,,,,,,,
8,8Ko,D,KDOpa,p,b,,,,,,,,
"5,4",sKo,D,KDOpa,p,b,,,,,,,,
5,5Ko,D,KDOpa,p,b,,,,,,,,
4,4Ko,D,KDOpa,p,b,,,,,,,,
2,2Ko,D,KDOpa,p,b,,,,,,,,
0,0Ko,D,KDOpa,p,b,,,,,,,,
"9,8,7,5,4",aKN,D,KDNpa,p,a,,,,,,,,
"9,8,7,5",bKN,D,KDNpa,p,a,,,,,,,,
"9,8,7,4",AKN,D,KDNpa,p,a,,,,,,,,
"9,8,7",BKN,D,KDNpa,p,a,,,,,,,,
"9,8,5,4",zKN,D,KDNpa,p,a,,,,,,,,
"9,8,5",fKN,D,KDNpa,p,a,,,,,,,,
"9,8,4",CKN,D,KDNpa,p,a,,,,,,,,
"9,8",FKN,D,KDNpa,p,a,,,,,,,,
"9,7,5,4",cKN,D,KDNpa,p,a,,,,,,,,
"9,7,5",gKN,D,KDNpa,p,a,,,,,,,,
"9,7,4",DKN,D,KDNpa,p,a,,,,,,,,
"9,7",GKN,D,KDNpa,p,a,,,,,,,,
"9,5,4",iKN,D,KDNpa,p,a,,,,,,,,
"9,5",oKN,D,KDNpa,p,a,,,,,,,,
"9,4",IKN,D,KDNpa,p,a,,,,,,,,
9,9KN,D,KDNpa,p,a,,,,,,,,
"8,7,5,4",dKN,D,KDNpa,p,a,,,,,,,,
"8,7,5",hKN,D,KDNpa,p,a,,,,,,,,
"8,7,4",EKN,D,KDNpa,p,a,,,,,,,,
"8,7",HKN,D,KDNpa,p,a,,,,,,,,
"8,5,4",jKN,D,KDNpa,p,a,,,,,,,,
"8,5",pKN,D,KDNpa,p,a,,,,,,,,
"8,4",JKN,D,KDNpa,p,a,,,,,,,,
8,8KN,D,KDNpa,p,a,,,,,,,,
"7,5,4",kKN,D,KDNpa,p,a,,,,,,,,
"7,5",qKN,D,KDNpa,p,a,,,,,,,,
"7,4",KKN,D,KDNpa,p,a,,,,,,,,
7,7KN,D,KDNpa,p,a,,,,,,,,
"5,4",sKN,D,KDNpa,p,a,,,,,,,,
5,5KN,D,KDNpa,p,a,,,,,,,,
4,4KN,D,KDNpa,p,a,,,,,,,,
2,2KN,D,KDNpa,p,a,,,,,,,,
0,0KN,D,KDNpa,p,a,,,,,,,,
"4,5,7,8",dKO,D,KDOpa,p,a,,,,,,,,
"4,5,7",kKO,D,KDOpa,p,a,,,,,,,,
"4,5,8",jKO,D,KDOpa,p,a,,,,,,,,
"4,5",sKO,D,KDOpa,p,a,,,,,,,,
"4,7,8",EKO,D,KDOpa,p,a,,,,,,,,
"4,7",KKO,D,KDOpa,p,a,,,,,,,,
"4,8",JKO,D,KDOpa,p,a,,,,,,,,
4,4KO,D,KDOpa,p,a,,,,,,,,
"5,7,8",hKO,D,KDOpa,p,a,,,,,,,,
"5,7",qKO,D,KDOpa,p,a,,,,,,,,
"5,8",pKO,D,KDOpa,p,a,,,,,,,,
5,5KO,D,KDOpa,p,a,,,,,,,,
"7,8",HKO,D,KDOpa,p,a,,,,,,,,
7,7KO,D,KDOpa,p,a,,,,,,,,
8,8KO,D,KDOpa,p,a,,,,,,,,
2,2KO,D,KDOpa,p,a,,,,,,,,
0,0KO,D,KDOpa,p,a,,,,,,,,
"3,2",Zan,L,AraN,p,b,,,,,,,,
3,3an,L,AraN,p,b,,,,,,,,
2,2an,L,AraN,p,b,,,,,,,,
1,1an,L,AraN,p,b,,,,,,,,
0,0an,L,AraN,p,b,,,,,,,,
"8,4",Jec,L,Aci,p,b,,,,,,,,
8,8ec,L,Aci,p,b,,,,,,,,
4,4ec,L,Aci,p,b,,,,,,,,
2,2ec,L,Aci,p,b,,,,,,,,
0,0ec,L,Aci,p,b,,,,,,,,
"6,5,2,3",eLU,D,Gal,f,b,,,,,,,,
"6,5,2",mLU,D,Gal,f,b,,,,,,,,
"6,5,3",lLU,D,Gal,f,b,,,,,,,,
"6,5",rLU,D,Gal,f,b,,,,,,,,
"6,2,3",SLU,D,Gal,f,b,,,,,,,,
"6,2",XLU,D,Gal,f,b,,,,,,,,
"6,3",VLU,D,Gal,f,b,,,,,,,,
6,6LU,D,Gal,f,b,,,,,,,,
"5,2,3",nLU,D,Gal,f,b,,,,,,,,
"5,2",uLU,D,Gal,f,b,,,,,,,,
"5,3",tLU,D,Gal,f,b,,,,,,,,
5,5LU,D,Gal,f,b,,,,,,,,
"2,3",ZLU,D,Gal,f,b,,,,,,,,
2,2LU,D,Gal,f,b,,,,,,,,
3,3LU,D,Gal,f,b,,,,,,,,
1,1LU,D,Gal,f,b,,,,,,,,
0,0LU,D,Gal,f,b,,,,,,,,
"6,5,2,3",eLU,D,Gal,f,b,,,,,,,,
"6,5,2",mLU,D,Gal,f,b,,,,,,,,
"6,5,3",lLU,D,Gal,f,b,,,,,,,,
"6,5",rLU,D,Gal,f,b,,,,,,,,
"6,2,3",SLU,D,Gal,f,b,,,,,,,,
"6,2",XLU,D,Gal,f,b,,,,,,,,
"6,3",VLU,D,Gal,f,b,,,,,,,,
6,6LU,D,Gal,f,b,,,,,,,,
"5,2,3",nLU,D,Gal,f,b,,,,,,,,
"5,2",uLU,D,Gal,f,b,,,,,,,,
"5,3",tLU,D,Gal,f,b,,,,,,,,
5,5LU,D,Gal,f,b,,,,,,,,
"2,3",ZLU,D,Gal,f,b,,,,,,,,
2,2LU,D,Gal,f,b,,,,,,,,
3,3LU,D,Gal,f,b,,,,,,,,
1,1LU,D,Gal,f,b,,,,,,,,
0,0LU,D,Gal,f,b,,,,,,,,
"7,6,2,3,4",000,D,DDManHep,p,a,,0,,,,,,
"7,6,2,3",001,D,DDManHep,p,a,,1,,,,,,
"7,6,2,4",002,D,DDManHep,p,a,,2,,,,,,
"7,6,2",003,D,DDManHep,p,a,,3,,,,,,
"7,6,3,4",004,D,DDManHep,p,a,,4,,,,,,
"7,6,3",005,D,DDManHep,p,a,,5,,,,,,
"7,6,4",006,D,DDManHep,p,a,,6,,,,,,
"7,6",007,D,DDManHep,p,a,,7,,,,,,
"7,2,3,4",008,D,DDManHep,p,a,,8,,,,,,
"7,2,3",009,D,DDManHep,p,a,,9,,,,,,
"7,2,4",010,D,DDManHep,p,a,,10,,,,,,
"7,2",011,D,DDManHep,p,a,,11,,,,,,
"7,3,4",012,D,DDManHep,p,a,,12,,,,,,
"7,3",013,D,DDManHep,p,a,,13,,,,,,
"7,4",KDH,D,DDManHep,p,a,,,,,,,,
7,7DH,D,DDManHep,p,a,,,,,,,,
"6,2,3,4",PDH,D,DDManHep,p,a,,,,,,,,
"6,2,3",SDH,D,DDManHep,p,a,,,,,,,,
"6,2,4",RDH,D,DDManHep,p,a,,,,,,,,
"6,2",XDH,D,DDManHep,p,a,,,,,,,,
"6,3,4",QDH,D,DDManHep,p,a,,,,,,,,
"6,3",VDH,D,DDManHep,p,a,,,,,,,,
"6,4",UDH,D,DDManHep,p,a,,,,,,,,
6,6DH,D,DDManHep,p,a,,,,,,,,
"2,3,4",TDH,D,DDManHep,p,a,,,,,,,,
"2,3",ZDH,D,DDManHep,p,a,,,,,,,,
"2,4",YDH,D,DDManHep,p,a,,,,,,,,
2,2DH,D,DDManHep,p,a,,,,,,,,
"3,4",WDH,D,DDManHep,p,a,,,,,,,,
3,3DH,D,DDManHep,p,a,,,,,,,,
4,4DH,D,DDManHep,p,a,,,,,,,,
1,1DH,D,DDManHep,p,a,,,,,,,,
0,0DH,D,DDManHep,p,a,,,,,,,,
"8,7,4",Egf,L,Fus,p,b,,,,,,,,
"8,7",Hgf,L,Fus,p,b,,,,,,,,
"8,4",Jgf,L,Fus,p,b,,,,,,,,
8,8gf,L,Fus,p,b,,,,,,,,
"7,4",Kgf,L,Fus,p,b,,,,,,,,
7,7gf,L,Fus,p,b,,,,,,,,
4,4gf,L,Fus,p,b,,,,,,,,
2,2gf,L,Fus,p,b,,,,,,,,
0,0gf,L,Fus,p,b,,,,,,,,
"8,4",JLg,D,Leg,p,b,,,,,,,,
8,8Lg,D,Leg,p,b,,,,,,,,
4,4Lg,D,Leg,p,b,,,,,,,,
2,2Lg,D,Leg,p,b,,,,,,,,
0,0Lg,D,Leg,p,b,,,,,,,,
